,2nd Iteration Candidates,TweetSentence,ambigious_candidates,ambigious_not_in_annot,annotation,candidates_with_label,completeness,current_minus_entry,entry_batch,entry_vs_tweet_seen_ratio,fn,hashtags,index,inverted_loss,number_of_seen_tweets,only_good_candidates,phase1Candidates,ratio_entry_vs_current,sentID,total_mention,tp,tweetID,user
7,"['obama', 'american', 'people']",OBAMA HAS FAILED THE AMERICAN PEOPLE!,['obama'],0.0,"['obama', 'american people']","[('obama', 'a'), ('american', 'g'), ('people', 'b')]",False,6.0,12,0.019801980198019802,2.0,nan,,0.0,606.0,['american'],nan,0.6666666666666666,0,2.0,0.0,602,IrresistibleDJT
8,['look'],cc @MarkAmodeiNV2 take a good look.,['look'],1.0,[],"[('look', 'a')]",False,5.0,13,0.02495201535508637,0.0,VoteAmodeiOut,,0.0,521.0,[],,0.7222222222222222,0,0.0,0.0,684,LVAnnie
9,"['answer', 'god']","We will ALL HAVE TO ANSWER TO GOD, EVEN YOU @realDonaldTrump","['answer', 'god']",2.0,[],"[('answer', 'a'), ('god', 'a')]",False,3.0,15,0.045317220543806644,0.0,"ahca, gopkillspeople, thegop",,0.0,331.0,[],ANSWER::*5*||GOD::*7*||,0.8333333333333334,0,0.0,0.0,755,blissful1985
10,['answer'],Answer is obvious.,['answer'],1.0,[],"[('answer', 'a')]",False,3.0,15,0.045317220543806644,0.0,nan,,0.0,331.0,[],,0.8333333333333334,1,0.0,0.0,762,TheKrothRoads
11,"['look', 'voted']",Look at the shit-eating grin on this disgusting worm who voted today to destroy the lives of hundreds of thousands of his constituents.,['look'],1.0,[],"[('look', 'a'), ('voted', 'b')]",False,3.0,15,0.045317220543806644,0.0,nan,,0.0,331.0,[],,0.8333333333333334,0,0.0,0.0,771,up_in_the_Jer
12,"['american', 'people', 'getting', 'obama']",how much of this has to do with the American people and their lives vs. Getting revenge on Obama,['obama'],0.0,"['american', 'obama']","[('american', 'g'), ('people', 'b'), ('getting', 'g'), ('obama', 'a')]",False,3.0,15,0.045317220543806644,1.0,"AHCA, shameonyou, preexistingconditions",,1.0,331.0,"['american', 'getting']",American::*9*||Getting::*15*||Obama::*18*||,0.8333333333333334,0,2.0,1.0,775,mummadi123
13,['answer'],Answer here:  @FrankieDarcell @LesterHoltNBC @NBCNightlyNews,['answer'],1.0,[],"[('answer', 'a')]",False,3.0,15,0.045317220543806644,0.0,obamacare,,0.0,331.0,[],,0.8333333333333334,1,0.0,0.0,784,wdasfm
14,"['god', 'get', 'people']",God won't let you get away with hurting so many people over healthcare,['god'],1.0,[],"[('god', 'a'), ('get', 'b'), ('people', 'b')]",False,2.0,16,0.06694560669456066,0.0,nan,,0.0,239.0,[],,0.8888888888888888,1,0.0,0.0,804,melinda_lu18
15,['look'],That he would look out for you.,['look'],1.0,[],"[('look', 'a')]",False,2.0,16,0.06694560669456066,0.0,AHCA,,0.0,239.0,[],,0.8888888888888888,1,0.0,0.0,821,beautifullynerd
46,['obama'],Pretty much everything Obama did.,['obama'],1.0,[],"[('obama', 'a')]",False,0.0,18,0.24324324324324326,0.0,"AHCA, Obamacare",,0.0,74.0,[],nan,1.0,2,0.0,0.0,915,kohljm
0,"['report', 'fisa court', 'fbi', 'look', 'comey', 'obama']","Report: FISA court approved FBI's @Twitter, Look ≡ƒæÇ at Comey, Obama.","['look', 'obama']",1.0,"['fisa', 'comey', 'obama']","[('report', 'b'), ('fisa court', 'b'), ('fbi', 'g'), ('look', 'a'), ('comey', 'g'), ('obama', 'a')]",False,12.0,7,0.006457564575645757,2.0,nan,,0.3333333333333333,1084.0,"['fbi', 'comey']",FISA::*1*||FBI's::*4*||Look::*6*||Comey::*9*||Obama::*10*||,0.3684210526315789,0,3.0,1.0,357,MorvantCheryl
1,['msm'],WAKE UP MSM.,['msm'],0.0,['msm'],"[('msm', 'a')]",False,12.0,7,0.006457564575645757,1.0,nan,,0.0,1084.0,[],nan,0.3684210526315789,4,1.0,0.0,377,bonecho5
2,['carter page fisa'],This week: Carter Page FISA warrant,['carter page fisa'],1.0,"['carter page', 'fisa']","[('carter page fisa', 'a')]",False,11.0,8,0.007952286282306162,2.0,nan,,0.0,1006.0,[],Carter Page FISA::*2*3*4*||,0.42105263157894735,3,2.0,0.0,449,sicsemp4ever
3,"['james comey', 'carter page fisa']",James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,['carter page fisa'],1.0,"['james comey', 'carter page', 'fisa']","[('james comey', 'g'), ('carter page fisa', 'a')]",False,10.0,9,0.009782608695652175,2.0,nypost,,0.3333333333333333,920.0,['james comey'],James Comey::*0*1*||Carter Page FISA::*12*13*14*||,0.47368421052631576,0,3.0,1.0,452,SteveWCarlson
4,"['msm', 'carter page', 'moscow', 'gop']",Where was the MSM when Carter Page was jetting off to Moscow for marching orders a week before the GOP convention?,['msm'],0.0,"['msm', 'carter page', 'moscow', 'gop']","[('msm', 'a'), ('carter page', 'g'), ('moscow', 'g'), ('gop', 'g')]",False,10.0,9,0.009782608695652175,1.0,nan,,3.0,920.0,"['carter page', 'moscow', 'gop']",MSM::*3*||Carter Page::*5*6*||Moscow::*11*||GOP::*19*||,0.47368421052631576,0,4.0,3.0,457,Picassokat
5,"['obama', 'trump']",Obama was surveilling Trump advisors!,['obama'],0.0,"['obama', 'trump']","[('obama', 'a'), ('trump', 'g')]",False,9.0,10,0.011947431302270013,1.0,nan,,1.0,837.0,['trump'],Trump::*3*||,0.5263157894736842,1,2.0,1.0,512,DoghouseDano
6,"['party', 'msm', 'people']","Corrupt pigs benefiting from 2-party MSM fawns selling BS to people who trust them, negotiating.",['msm'],0.0,['msm'],"[('party', 'b'), ('msm', 'a'), ('people', 'b')]",False,8.0,11,0.014360313315926894,1.0,nan,,0.0,766.0,[],2-party MSM::*4*5*||,0.5789473684210527,1,1.0,0.0,556,phpress
7,"['obama', 'american', 'people']",OBAMA HAS FAILED THE AMERICAN PEOPLE!,['obama'],0.0,"['obama', 'american people']","[('obama', 'a'), ('american', 'g'), ('people', 'b')]",False,7.0,12,0.017391304347826087,2.0,nan,,0.0,690.0,['american'],nan,0.631578947368421,0,2.0,0.0,602,IrresistibleDJT
8,['look'],cc @MarkAmodeiNV2 take a good look.,['look'],1.0,[],"[('look', 'a')]",False,6.0,13,0.021487603305785124,0.0,VoteAmodeiOut,,0.0,605.0,[],,0.6842105263157895,0,0.0,0.0,684,LVAnnie
9,"['answer', 'god']","We will ALL HAVE TO ANSWER TO GOD, EVEN YOU @realDonaldTrump","['answer', 'god']",2.0,[],"[('answer', 'a'), ('god', 'a')]",False,4.0,15,0.03614457831325301,0.0,"ahca, gopkillspeople, thegop",,0.0,415.0,[],ANSWER::*5*||GOD::*7*||,0.7894736842105263,0,0.0,0.0,755,blissful1985
10,['answer'],Answer is obvious.,['answer'],1.0,[],"[('answer', 'a')]",False,4.0,15,0.03614457831325301,0.0,nan,,0.0,415.0,[],,0.7894736842105263,1,0.0,0.0,762,TheKrothRoads
11,"['look', 'voted']",Look at the shit-eating grin on this disgusting worm who voted today to destroy the lives of hundreds of thousands of his constituents.,['look'],1.0,[],"[('look', 'a'), ('voted', 'b')]",False,4.0,15,0.03614457831325301,0.0,nan,,0.0,415.0,[],,0.7894736842105263,0,0.0,0.0,771,up_in_the_Jer
12,"['american', 'people', 'getting', 'obama']",how much of this has to do with the American people and their lives vs. Getting revenge on Obama,['obama'],0.0,"['american', 'obama']","[('american', 'g'), ('people', 'b'), ('getting', 'g'), ('obama', 'a')]",False,4.0,15,0.03614457831325301,1.0,"AHCA, shameonyou, preexistingconditions",,1.0,415.0,"['american', 'getting']",American::*9*||Getting::*15*||Obama::*18*||,0.7894736842105263,0,2.0,1.0,775,mummadi123
13,['answer'],Answer here:  @FrankieDarcell @LesterHoltNBC @NBCNightlyNews,['answer'],1.0,[],"[('answer', 'a')]",False,4.0,15,0.03614457831325301,0.0,obamacare,,0.0,415.0,[],,0.7894736842105263,1,0.0,0.0,784,wdasfm
14,"['god', 'get', 'people']",God won't let you get away with hurting so many people over healthcare,['god'],1.0,[],"[('god', 'a'), ('get', 'b'), ('people', 'b')]",False,3.0,16,0.04953560371517028,0.0,nan,,0.0,323.0,[],,0.8421052631578947,1,0.0,0.0,804,melinda_lu18
15,['look'],That he would look out for you.,['look'],1.0,[],"[('look', 'a')]",False,3.0,16,0.04953560371517028,0.0,AHCA,,0.0,323.0,[],,0.8421052631578947,1,0.0,0.0,821,beautifullynerd
16,['obama'],Pretty much everything Obama did.,['obama'],1.0,[],"[('obama', 'a')]",False,1.0,18,0.11392405063291139,0.0,"AHCA, Obamacare",,0.0,158.0,[],nan,0.9473684210526315,2,0.0,0.0,915,kohljm
45,['look'],Oh look.,['look'],1.0,[],"[('look', 'a')]",False,0.0,19,0.2261904761904762,0.0,AHCA,,0.0,84.0,[],,1.0,0,0.0,0.0,968,dlbvet
92,"['rep', 'joe']",My   is Rep. Joe Kennedy.,['rep'],1.0,['rep. joe kennedy'],"[('rep', 'a'), ('joe', 'na')]",False,0.0,19,0.2261904761904762,1.0,"mentalhealthmonth, crush, AHCA",,0.0,84.0,[],nan,1.0,0,1.0,0.0,994,citizen_spatzi
